,lat_distance,lon_distance,x_distance,el,slope_angle,aspect,cardinal,aspect_x,aspect_y,el_ft,drop,tree_cover
0,0.0,0.0,0.0,3943.348876953125,22.98686504767719,176.3072124380352,SSE,-0.997923733743681,0.0644066893348108,12937.496729462891,,ATL
1,-15.347850508839532,0.99056090786778,15.379783033381248,3936.82470703125,22.98686504767719,176.3072124380352,SSE,-0.997923733743681,0.0644066893348108,12916.091971816406,-21.40475764648545,ATL
2,-30.695680090612566,1.9811204634597255,30.75954509605055,3926.22802734375,34.566901439925054,176.3072124440893,SSE,-0.9979237337504865,0.06440668922936671,12881.325961230468,-34.76601058593769,ATL
3,-46.043485618103205,2.971678468200076,46.13928305449534,3917.112060546875,30.65631434871631,176.3072124380352,SSE,-0.997923733743681,0.0644066893348108,12851.41793272461,-29.908028505858965,ATL
4,-61.39127031361251,3.9622351268014593,61.51900013751118,3909.1875,27.260262439564166,176.3072124440893,SSE,-0.9979237337504865,0.06440668922936671,12825.4187175,-25.999215224608633,ATL
5,-76.73903662719474,4.952790600648985,76.89869880045963,3902.10400390625,24.72958918188786,176.3072124380352,SSE,-0.997923733743681,0.0644066893348108,12802.17890017578,-23.239817324219985,ATL
6,-92.08678548035698,5.943344947537999,92.27837996665693,3894.943115234375,24.967020978371014,176.30721243822447,SSE,-0.9979237337438938,0.06440668933151451,12778.685170185547,-23.493729990233987,ATL
7,-107.43451608697745,6.933898115255926,107.65804284825062,3887.20947265625,26.695474422523645,176.30721244390003,SSE,-0.9979237337502737,0.06440668923266298,12753.312326269532,-25.372843916014972,ATL
8,-122.78222653456444,7.924449983422497,123.03768552896655,3878.45947265625,29.637014897528534,176.30721243822447,SSE,-0.9979237337438938,0.06440668933151451,12724.604976269531,-28.707350000000588,ATL
9,-138.1299165153507,8.915000530698473,138.41730770030208,3870.4736328125,27.440510803694536,176.3072124380352,SSE,-0.997923733743681,0.0644066893348108,12698.404713476562,-26.200262792968715,ATL
10,-153.4775867893341,9.905549804455294,153.7969101237282,3862.35107421875,27.840254516903826,176.3072124440893,SSE,-0.9979237337504865,0.06440668922936671,12671.755898339843,-26.64881513671935,ATL
11,-168.8252367127505,10.896097766400858,169.17649215435105,3853.833740234375,28.978030264085465,176.3072124380352,SSE,-0.997923733743681,0.0644066893348108,12643.811888310547,-27.944010029295896,ATL
12,-184.17286809962727,11.886644530356872,184.55605560976255,3847.213623046875,23.28941100248036,176.3072124440893,SSE,-0.9979237337504865,0.06440668922936671,12622.09234303711,-21.71954527343769,ATL
13,-199.52048372636943,12.877190278771314,199.935603272354,3841.002197265625,21.992586044870656,176.3072124380352,SSE,-0.997923733743681,0.0644066893348108,12601.713648876954,-20.378694160155646,ATL
14,-212.5808326084536,21.578953467466985,215.62934073396255,3833.006591796875,26.997816983904492,146.3255343359936,SE,-0.8322013104930269,0.5544736051550954,12575.481346630859,-26.23230224609506,ATL
15,-225.64117129602963,30.280709864324706,231.32306594579322,3826.411865234375,22.79283857278518,146.3255343344996,SE,-0.8322013104785685,0.5544736051767959,12553.845103935546,-21.63624269531283,ATL
16,-238.70150271150487,38.9824614154833,247.01678241895982,3821.2666015625,18.151990083680303,146.3255343359936,SE,-0.8322013104930269,0.5544736051550954,12536.964317070313,-16.88078686523295,ATL
17,-251.76182871974595,47.68420936394554,262.710492394619,3816.4892578125,16.93084514061936,146.3255343359936,SE,-0.8322013104930269,0.5544736051550954,12521.290616601562,-15.673700468751122,ATL
18,-264.82215001782225,56.385954176118005,278.404196711483,3812.027587890625,15.87028139043903,146.32553433001505,SE,-0.8322013104351699,0.5544736052419321,12506.652591455078,-14.638025146483415,ATL
19,-277.8824669964694,65.08769610840193,294.09789583689025,3807.629150390625,15.656470298998556,146.3255343359936,SE,-0.8322013104930269,0.5544736051550954,12492.222021767579,-14.430569687499883,ATL
20,-290.94277991033607,73.78943533243066,309.7915900779258,3803.41650390625,15.025659379361842,146.3255343359936,SE,-0.8322013104930269,0.5544736051550954,12478.40100267578,-13.821019091798007,ATL
21,-304.00308919059927,82.49117213597778,325.4852799529786,3799.44091796875,14.215342877784988,146.3255343344996,SE,-0.8322013104785685,0.5544736051767959,12465.357741308593,-13.04326136718737,ATL
22,-317.0633953188173,91.19290683890928,341.1789660401594,3795.69287109375,13.4320682988497,146.3255343359936,SE,-0.8322013104930269,0.5544736051550954,12453.060999199219,-12.296742109374463,ATL
23,-321.0527030617474,103.654083594173,354.26313595627283,3792.412353515625,14.075287729887721,107.7518918278298,E,-0.3048957456611131,0.9523857329242988,12442.298145908204,-10.762853291014835,ATL
24,-325.04201091953126,116.11526070624453,367.3473062472233,3788.8623046875,15.180254324627839,107.75189183043926,E,-0.30489574570448835,0.9523857329104127,12430.651003710938,-11.647142197265566,ATL
25,-329.0313186261806,128.57643734692869,380.4314760431509,3784.730712890625,17.524567723901466,107.75189182950058,E,-0.3048957456888853,0.9523857329154078,12417.095912080078,-13.555091630860261,ATL
26,-333.0206259522209,141.03761279997707,393.5156445919451,3780.446044921875,18.132050433755794,107.7518918278298,E,-0.3048957456611131,0.9523857329242988,12403.038602021485,-14.05731005859343,ATL
27,-337.00993288758497,153.49878703073776,406.5998118575344,3776.28076171875,17.658629719363383,107.75189183043926,E,-0.30489574570448835,0.9523857329104127,12389.372974277343,-13.665627744141602,ATL
28,-340.9992392574754,165.9599594971144,419.68397727033897,3771.439453125,20.305118450038613,107.7518918278298,E,-0.3048957456611131,0.9523857329242988,12373.489415390624,-15.883558886718674,ATL
29,-344.98854495026524,178.42112984721874,432.7681404611909,3766.914794921875,19.075990038595357,107.75189182950058,E,-0.3048957456888853,0.9523857329154078,12358.644735771484,-14.844679619140152,ATL
30,-348.97785023856545,190.88229893509288,445.8523023265857,3762.9462890625,16.872869652204347,107.7518918278298,E,-0.3048957456611131,0.9523857329242988,12345.624703007812,-13.020032763672134,ATL
31,-352.9671552014673,203.3434670045839,458.93646312287433,3758.673583984375,18.084735557752854,107.75189183043926,E,-0.30489574570448835,0.9523857329104127,12331.606641279297,-14.018061728515022,ATL
32,-356.95645946403374,215.80463288843103,472.0206216240576,3753.50830078125,21.54280883795201,107.7518918278298,E,-0.3048957456611131,0.9523857329242988,12314.660173535156,-16.946467744141046,ATL
33,-360.9457624994809,228.265794937943,485.10477609933133,3747.54541015625,24.500354977303612,107.75189182950058,E,-0.3048957456888853,0.9523857329154078,12295.09688345703,-19.563290078125647,ATL
34,-364.9350643744074,240.72695336169866,498.18892676764864,3742.592529296875,20.73368368411838,107.75189183043926,E,-0.30489574570448835,0.9523857329104127,12278.84727381836,-16.249609638671245,ATL
35,-368.9243657426321,253.18811020465301,511.2730757759422,3738.729736328125,16.448018991661353,107.7518918278298,E,-0.3048957456611131,0.9523857329242988,12266.174068134766,-12.673205683593551,ATL
36,-365.9852531056607,265.04550355022474,523.4893010540063,3735.30517578125,15.659717593889637,76.07858161475517,ENE,0.24059090022259053,0.9706266113856984,12254.938632910156,-11.235435224609319,ATL
37,-363.04614358048974,276.90288433922575,535.7055133956579,3730.90625,19.803399200398054,76.07858161193954,ENE,0.24059090027028907,0.9706266113738752,12240.50646125,-14.43217166015711,ATL
38,-360.10703775941863,288.7602501871064,547.9217103438879,3724.916748046875,26.118337240145337,76.07858161475517,ENE,0.24059090022259053,0.9706266113856984,12220.85586366211,-19.650597587889933,ATL
