,lat_distance,lon_distance,x_distance,el,slope_angle,aspect,cardinal,aspect_x,aspect_y,el_ft,drop,tree_cover
0,0.0,0.0,0.0,3417.885498046875,23.083195051243173,357.97694300823724,NNW,0.9993767018275174,-0.035301669144013025,11213.53545741211,,BTL
1,2.4096026135180137,-0.08511604690744837,2.4111054511393717,3416.85791015625,23.083195051243173,357.97694300823724,NNW,0.9993767018275174,-0.035301669144013025,11210.164105957032,-3.371351455078184,BTL
2,4.819204849656861,-0.17023207890610986,4.822210524608492,3415.830078125,23.088107891428166,357.976943045721,NNW,0.9993767018506122,-0.035301668490206335,11206.791953515625,-3.372152441406797,BTL
3,7.228806703236273,-0.25534809896972543,7.233315215335297,3414.801513671875,23.102837831638702,357.97694300823724,NNW,0.9993767018275174,-0.035301669144013025,11203.417398115234,-3.3745554003908182,BTL
4,9.638408153828532,-0.34046410477047107,9.644419502822629,3413.650390625,25.521006560387363,357.9769430088993,NNW,0.9993767018279254,-0.035301669132465026,11199.640747578125,-3.7766505371091625,BTL
5,12.048009174775984,-0.42558009542245645,12.055523360398174,3412.48828125,25.733243613207026,357.97694300823724,NNW,0.9993767018275174,-0.035301669144013025,11195.82805265625,-3.812694921874936,BTL
6,14.45760976272264,-0.510696069200895,14.466626784647149,3411.326171875,25.733247640695378,357.976943045721,NNW,0.9993767018506122,-0.035301668490206335,11192.015357734375,-3.812694921874936,BTL
7,16.867209920145008,-0.5958120293499912,16.87772977815904,3410.16455078125,25.72383508225838,357.97694300823724,NNW,0.9993767018275174,-0.035301669144013025,11188.204264785156,-3.8110929492195282,BTL
8,18.99715297369698,-0.10942126851040396,19.062502851868164,3409.22265625,23.321733380794477,12.863410943195998,N,0.9749035628381919,0.22262758850915057,11185.11405953125,-3.0902052539058786,BTL
9,21.127095701577016,0.3769694197002682,21.247275591909357,3408.2841796875,23.246106074011543,12.86341098770962,N,0.9749035626652305,0.2226275892665622,11182.035068085937,-3.0789914453125675,BTL
10,23.25703810448837,0.8633600319604902,23.432047998228757,3407.337646484375,23.424243583085826,12.863410943195998,N,0.9749035628381919,0.22262758850915057,11178.929644091797,-3.1054239941404376,BTL
11,25.386980177723963,1.3497505704990687,25.616820066733617,3406.38623046875,23.53197420260575,12.863410983147936,N,0.9749035626829552,0.22262758918894388,11175.808200371093,-3.12144372070361,BTL
12,27.516921921960783,1.8361410323453127,27.801591797422567,3405.431640625,23.601905830271345,12.863410943195998,N,0.9749035628381919,0.22262758850915057,11172.676343828125,-3.1318565429683076,BTL
13,29.646863354184408,2.3225314231190892,29.98636320810605,3404.595947265625,20.93227108588393,12.863410947757682,N,0.9749035628204671,0.2226275885867689,11169.934567626953,-2.741776201171888,BTL
14,31.776804500398523,2.808921749964363,32.17113432572559,3403.782470703125,20.422285921450335,12.863410983147936,N,0.9749035626829552,0.22262758918894388,11167.265681181641,-2.6688864453117276,BTL
15,33.90674536215781,3.295312010289294,34.35590515121984,3402.965576171875,20.500970763208358,12.863410943195998,N,0.9749035628381919,0.22262758850915057,11164.585580927735,-2.6801002539068577,BTL
16,36.03668593859057,3.78170220563589,36.54067568408228,3402.144775390625,20.5907971105061,12.863410947757682,N,0.9749035628204671,0.2226275885867689,11161.892664892577,-2.6929160351573955,BTL
17,38.16662623139639,4.268092337598061,38.72544592632468,3401.326416015625,20.534672089175423,12.863410983147936,N,0.9749035626829552,0.22262758918894388,11159.207758720702,-2.6849061718749,BTL
18,40.29656626123829,4.754482407947523,40.91021589848593,3400.63818359375,17.485140206734563,12.863410943195998,N,0.9749035628381919,0.22262758850915057,11156.949778261718,-2.2579804589840933,BTL
19,42.4265060458651,5.240872424041082,43.09498561950726,3399.9453125,17.595742290939064,12.86341098770962,N,0.9749035626652305,0.2226275892665622,11154.6765790625,-2.273199199218652,BTL
20,44.55644558865787,5.7272623831687,45.27975509208153,3399.248291015625,17.69458762226993,12.863410943195998,N,0.9749035628381919,0.22262758850915057,11152.389763095704,-2.2868159667959844,BTL
21,46.686384887349945,6.21365228655383,47.464524314271344,3398.546630859375,17.804932994884993,12.863410943195998,N,0.9749035628381919,0.22262758850915057,11150.087728388671,-2.3020347070323623,BTL
22,48.81632393930784,6.700042135157737,49.64929328372332,3397.845947265625,17.781716028123252,12.863410983147936,N,0.9749035626829552,0.22262758918894388,11147.788897626953,-2.298830761717909,BTL
23,50.94626274697477,7.186431926591486,51.834062002287496,3397.154296875,17.566657629875564,12.863410947757682,N,0.9749035628204671,0.2226275885867689,11145.519703359374,-2.2691942675792234,BTL
24,53.07620131253153,7.672821664121522,54.018830472817164,3396.45556640625,17.73526392595619,12.863410983147936,N,0.9749035626829552,0.22262758918894388,11143.227280488281,-2.29242287109264,BTL
25,55.20613963099127,8.159211343662193,56.203598689541025,3395.75,17.897755808104954,12.863410943195998,N,0.9749035628381919,0.22262758850915057,11140.91243,-2.314850488281081,BTL
26,57.336077699292765,8.645600966255506,58.388366649706676,3395.037353515625,18.065737731372803,12.863410947757682,N,0.9749035628204671,0.2226275885867689,11138.574350908202,-2.3380790917981358,BTL
27,59.46601552274581,9.131990534319794,60.573134359029034,3394.336669921875,17.781725638266867,12.863410983147936,N,0.9749035626829552,0.22262758918894388,11136.275520146484,-2.298830761717909,BTL
28,61.59595310173493,9.618380044996007,62.75790181724647,3393.65087890625,17.42689429150303,12.863410943195998,N,0.9749035628381919,0.22262758850915057,11134.02554955078,-2.2499705957034166,BTL
29,63.725890440465754,10.1047695009856,64.9426690290605,3392.9609375,17.525924130266514,12.863410947757682,N,0.9749035628204671,0.2226275885867689,11131.7619621875,-2.263587363280749,BTL
30,65.85582753623476,10.591158902876995,67.12743599196641,3392.266845703125,17.624846023086196,12.863410983147936,N,0.9749035626829552,0.22262758918894388,11129.48475805664,-2.2772041308599,BTL
