,lat_distance,lon_distance,x_distance,el,slope_angle,aspect,cardinal,aspect_x,aspect_y,el_ft,drop,tree_cover
0,0.0,0.0,0.0,3158.322265625,23.617110733400843,43.80117310925819,NNE,0.7217460565792718,0.6921579514910383,10361.950021953126,,BTL
1,1.8964945450192723,1.8187474213796315,2.627647948653494,3157.17333984375,23.617110733400843,43.80117310925819,NNE,0.7217460565792718,0.6921579514910383,10358.180580292968,-3.7694416601570992,BTL
2,3.792988531448862,3.6374943056554625,5.255295122386421,3155.795166015625,27.676546586426213,43.80117308701145,NNE,0.7217460568480221,0.6921579512107996,10353.659012470704,-4.521567822264842,BTL
3,5.68948188928055,5.456240589194295,7.882941426626402,3154.1806640625,31.567769770168137,43.80117311992555,NNE,0.7217460564504055,0.6921579516254134,10348.362089882812,-5.2969225878914585,BTL
4,7.585974560946553,7.274986212605501,10.51058677871642,3152.406494140625,34.02697866064297,43.80117308701145,NNE,0.7217460568480221,0.6921579512107996,10342.541322236328,-5.820767646484455,BTL
5,9.482466501247044,9.09373113604725,13.138231118456837,3150.486083984375,36.16114933124641,43.80117310925819,NNE,0.7217460565792718,0.6921579514910383,10336.240763779297,-6.300558457031002,BTL
6,11.37895767609426,10.912475324002017,15.765874396661209,3148.49169921875,37.19854682718082,43.80117308701145,NNE,0.7217460568480221,0.6921579512107996,10329.697506464843,-6.543257314453513,BTL
7,13.275448045604065,12.731218741047918,18.39351656002578,3146.30419921875,39.777225438943,43.80117310925819,NNE,0.7217460565792718,0.6921579514910383,10322.520668964844,-7.1768374999992375,BTL
8,15.171937548306985,14.549961325408237,21.021157521425952,3143.89404296875,42.52804191373796,43.80117308701145,NNE,0.7217460568480221,0.6921579512107996,10314.613331933593,-7.9073370312507905,BTL
9,17.068426192715133,16.368703088751143,23.648797295081526,3141.7626953125,39.0464165461918,43.80117311992555,NNE,0.7217460564504055,0.6921579516254134,10307.620721289062,-6.9926106445309415,BTL
10,18.964914036822012,18.187444082509856,26.276435958449,3139.7392578125,37.59840284731816,43.80117308701145,NNE,0.7217460568480221,0.6921579512107996,10300.982146601562,-6.638574687500295,BTL
11,20.86140109289311,20.006184321952045,28.904073530948573,3137.699462890625,37.8216437251013,43.80117310925819,NNE,0.7217460565792718,0.6921579514910383,10294.289905830077,-6.692240771484649,BTL
12,22.757887360004503,21.824923803364477,31.531710009343264,3135.65673828125,37.861494787264085,43.80117308701145,NNE,0.7217460568480221,0.6921579512107996,10287.588053222657,-6.701852607420733,BTL
13,24.654372834206626,23.643662525786684,34.1593453901177,3133.5927734375,38.149058107078936,43.80117310925819,NNE,0.7217460565792718,0.6921579514910383,10280.816514804688,-6.771538417968259,BTL
14,26.550857567680975,25.46240053643379,36.78697974361399,3131.913330078125,32.58453846661577,43.80117308701145,NNE,0.7217460568480221,0.6921579512107996,10275.306529853515,-5.509984951173465,BTL
15,28.447341631068873,27.281137906556168,39.41461317013374,3130.326904296875,31.121353636567502,43.80117311992555,NNE,0.7217460564504055,0.6921579516254134,10270.10172069336,-5.2048091601554916,BTL
16,30.34382504351413,29.09987465033,42.04224569330608,3128.7509765625,30.953305303766115,43.80117308701145,NNE,0.7217460568480221,0.6921579512107996,10264.931353945312,-5.170366748046945,BTL
17,32.24030778453432,30.91861075161755,44.66987728717804,3127.0517578125,32.889663398184695,43.80117310925819,NNE,0.7217460565792718,0.6921579514910383,10259.356489101563,-5.57486484374931,BTL
18,33.4865342618551,33.011970764268625,47.106111384169104,3125.283203125,35.97731994023308,59.233666071041476,NE,0.5115380655988511,0.8592606167184584,10253.554144140626,-5.802344960937262,BTL
19,34.73276024217838,35.105329940978805,49.54234450863594,3123.512939453125,36.0036433013558,59.23366605774854,NE,0.5115380657982043,0.8592606165997788,10247.74619227539,-5.8079518652357365,BTL
20,35.97898573067612,37.19868829133001,51.978576671457574,3121.826171875,34.697463673290656,59.233666055214286,NE,0.5115380658362103,0.8592606165771529,10242.212177734375,-5.534014541015495,BTL
21,37.225210736771125,39.29204583267651,54.41480789236596,3120.14794921875,34.56140878529213,59.233666071041476,NE,0.5115380655988511,0.8592606167184584,10236.706197714844,-5.505980019530398,BTL
