,lat_distance,lon_distance,x_distance,el,slope_angle,aspect,cardinal,aspect_x,aspect_y,el_ft,drop,tree_cover
0,0.0,0.0,0.0,3797.469970703125,19.04305804384073,337.69675155488426,NNW,0.9251882032285107,-0.3795086146674406,12458.891378681641,,ATL
1,17.64441551768772,-7.237670850500969,19.071163527719293,3790.88720703125,19.04305804384073,337.69675155488426,NNW,0.9251882032285107,-0.3795086146674406,12437.294384316407,-21.596994365234423,ATL
2,35.288811010898144,-14.475333485503551,38.142305411176004,3785.38720703125,16.087235853842476,337.69675155915206,NNW,0.9251882032567792,-0.3795086145985261,12419.249764316406,-18.044620000000577,ATL
3,52.93319086246861,-21.712989705901474,57.21343038877421,3781.96826171875,10.163643719925233,337.69675155488426,NNW,0.9251882032285107,-0.3795086146674406,12408.032751777344,-11.217012539062125,ATL
4,70.57756097730346,-28.950641930792777,76.28454484173032,3780.728515625,3.719363907457201,337.69675155915206,NNW,0.9251882032567792,-0.3795086145985261,12403.965343203125,-4.067408574219371,ATL
5,88.22191855324155,-36.18828901381264,95.35564574246256,3775.286865234375,15.925296459036263,337.69675155488426,NNW,0.9251882032285107,-0.3795086146674406,12386.112158935546,-17.8531842675784,ATL
6,105.86625880936748,-43.42592899077729,114.42672792229973,3770.59912109375,13.809738147272906,337.69675155915206,NNW,0.9251882032567792,-0.3795086145985261,12370.732420449218,-15.379738486328279,ATL
7,123.51058272488271,-50.663562266422176,133.4977924407881,3765.86279296875,13.94731478353935,337.69675155488426,NNW,0.9251882032285107,-0.3795086146674406,12355.193285683594,-15.539134765624112,ATL
8,143.68395671000889,-48.69774002530886,153.7667212488781,3762.32275390625,9.906980508014932,5.565693719106513,N,0.9952856500770924,0.09698698237711945,12343.578983925781,-11.614301757812427,ATL
9,163.8573224992341,-46.731918582933176,174.03564182223835,3760.485595703125,5.179090154705972,5.565693718890544,N,0.995285650077458,0.09698698237336784,12337.55156180664,-6.0274221191411925,ATL
10,184.03067839439663,-44.76609810462131,194.30455245467834,3755.8759765625,12.812460102206867,5.565693719106513,N,0.9952856500770924,0.09698698237711945,12322.428138945312,-15.123422861328436,ATL
11,204.20401203695062,-42.80027979482232,214.57344072909885,3746.238525390625,25.430153480718054,5.565693718890544,N,0.995285650077458,0.09698698237336784,12290.809203642579,-31.618935302733007,ATL
12,224.37731514729623,-40.83446446019971,234.84229832669712,3736.410400390625,25.86818800671848,5.565693719106513,N,0.9952856500770924,0.09698698237711945,12258.564698017579,-32.244505624999874,ATL
13,244.550592094907,-38.86865167511763,255.1111296376286,3729.5263671875,18.75935789738783,5.565693718890544,N,0.995285650077458,0.09698698237336784,12235.979286523438,-22.585411494141226,ATL
14,264.7238499404231,-36.902840751388744,275.3799417559924,3724.15283203125,14.848301752783147,5.565693719106513,N,0.9952856500770924,0.09698698237711945,12218.349577441406,-17.629709082031695,ATL
15,280.3979129015137,-44.116582317058324,292.6343416900526,3721.0625,10.154240018814702,335.2864903479319,NW,0.9084096242692192,-0.4180812774270764,12208.2106925,-10.138884941405195,ATL
16,296.07196565026106,-51.330319182657206,309.88873038211057,3718.528564453125,8.354592254851308,335.2864903479319,NW,0.9084096242692192,-0.4180812774270764,12199.89725540039,-8.313437099610383,ATL
17,311.7460081320739,-58.54405132306052,327.1431077720705,3715.3935546875,10.297936148746398,335.2864903479319,NW,0.9084096242692192,-0.4180812774270764,12189.611789960938,-10.28546543945231,ATL
18,327.42004548394397,-65.75778110248818,344.3974795148614,3717.033447265625,5.429205875289271,335.2864903479319,NW,0.9084096242692192,-0.4180812774270764,12194.992015126953,5.3802251660144975,ATL
19,343.0940798741935,-72.97150951887643,361.6518479974264,3715.65869140625,4.555464434142148,335.2864903479319,NW,0.9084096242692192,-0.4180812774270764,12190.481661113281,-4.510354013671531,ATL
20,358.76810543503314,-80.18523387354463,378.9062067611414,3712.532470703125,10.26969174822316,335.28649034226896,NW,0.9084096242278975,-0.4180812775168604,12180.22503118164,-10.256629931640418,ATL
21,374.44211820786575,-87.39895234085593,396.160551446714,3707.94189453125,14.898604586604144,335.2864903479319,NW,0.9084096242692192,-0.4180812774270764,12165.164085253906,-15.060945927734792,ATL
22,390.1161170119855,-94.61266437928629,413.41488075517873,3703.857177734375,13.318761734167104,335.2864903479319,NW,0.9084096242692192,-0.4180812774270764,12151.762782998047,-13.401302255859264,ATL
23,405.79010279949006,-101.82637042702369,430.66919573462826,3700.0390625,12.477607155264922,335.2864903479319,NW,0.9084096242692192,-0.4180812774270764,12139.2361578125,-12.526625185546436,NTL
24,421.4640735398109,-109.04006954953088,447.92349414976223,3694.30419921875,18.385414880915555,335.2864903479319,NW,0.9084096242692192,-0.4180812774270764,12120.420988964843,-18.815168847657333,NTL
25,437.1380277234307,-116.25376105207617,465.17777433886624,3689.261962890625,16.290001493612085,335.2864903479319,NW,0.9084096242692192,-0.4180812774270764,12103.878218330077,-16.542770634765475,NTL
26,451.8236576314229,-102.7655564299089,485.1176687649652,3684.4033203125,13.694087904648768,42.56631814369002,NNE,0.7364948677346318,0.6764431312390918,12087.937789414062,-15.940428916015662,NTL
27,466.50926616752645,-89.27737143492811,505.0575341741023,3679.174072265625,14.694951831267414,42.566318148130065,NNE,0.736494867682212,0.6764431312961653,12070.781463251953,-17.1563261621086,NTL
28,481.19485171933366,-75.78920755226633,524.9973683741399,3672.91064453125,17.43835594078221,42.56631814369002,NNE,0.7364948677346318,0.6764431312390918,12050.232159003906,-20.54930424804661,NTL
29,499.5363587358773,-79.96248582661119,543.8076615986762,3669.048095703125,11.603946198512888,347.181613577287,NNW,0.9750782083832045,-0.22186141515865293,12037.55975430664,-12.672404697266757,NTL
30,517.8778534059613,-84.13576129312823,562.6179421615002,3664.895263671875,12.449743666812369,347.18161357317103,NNW,0.9750782083672664,-0.22186141522870026,12023.934976865234,-13.624777441405968,NTL
31,536.2193352613601,-88.30903384407326,581.4282095821509,3660.71044921875,12.542609118080973,347.1816135726426,NNW,0.9750782083652204,-0.22186141523769237,12010.205270214843,-13.729706650390654,NTL
32,554.5608048179954,-92.4823035950933,600.23846438935,3656.914306640625,11.409746237348891,347.181613577287,NNW,0.9750782083832045,-0.22186141515865293,11997.750733798828,-12.45453641601489,NTL
